Event,Px,Py,Pz,Tot-OpAbs,Cerenkov,compt,CoupledTransportation,eBrem,eIon,msc,muIoni,OpAbsorption,phot,NOfOptPhotons,NOfScintPhotons
3132,0.663636,-0.641774,0.384334,4505.31,4167.12,0.0,338.196,0.0,0.0,0.0,0.0,145.662,0.0,7580,46101
3133,0.115936,-0.0339064,0.992678,2272.49,1967.91,0.0,304.576,0.0,0.0,0.0,0.0,68.4554,0.0,5133,23177
3134,0.396508,-0.545332,0.738508,3054.56,2798.75,0.0,255.812,0.0,0.0,0.0,0.0,97.6124,0.0,5433,31138
3135,0.397222,0.323984,0.858632,2378.29,2144.93,0.0,233.366,0.0,0.0,0.0,0.0,74.8952,0.0,4516,24334
3136,0.832813,-0.0743045,0.548545,4810.45,3669.07,0.0,257.257,0.0,245.214,219.157,419.756,154.314,0.0,8254,49073
3137,0.541284,0.745179,0.389512,5525.55,4705.03,0.0,275.036,0.0,140.786,404.699,0.0,178.795,0.0,9230,56391
3138,-0.612498,0.57516,0.542251,3437.4,3420.95,0.0,16.4435,0.0,0.0,0.0,0.0,110.279,0.0,5979,35203
3139,0.847641,0.013928,0.530387,4490.84,4161.47,0.0,329.375,0.0,0.0,0.0,0.0,144.637,0.0,7609,45665
3140,-0.59286,-0.69587,-0.405317,4464.33,4362.32,0.0,102.007,0.0,0.0,0.0,0.0,144.208,0.0,7595,45654
3141,0.366813,-0.835057,0.410034,4625.74,4372.29,0.0,253.451,0.0,0.0,0.0,0.0,150.086,0.0,7698,47336
3142,-0.216698,-0.299921,-0.929026,2151.1,1908.29,0.0,242.811,0.0,0.0,0.0,0.0,66.4373,0.0,4490,21983
3143,0.934596,-0.330684,-0.131069,10025.6,8965.19,0.0,575.224,0.0,143.609,106.742,234.798,326.995,0.0,15921,102292
3144,-0.564267,-0.783831,-0.259251,8552.43,7202.69,0.0,156.825,0.0,119.555,1058.07,15.2951,277.484,0.0,13844,87180
3145,-0.64852,-0.387099,-0.655421,2839.37,2625.97,0.0,213.401,0.0,0.0,0.0,0.0,90.7487,0.0,5135,29096
3146,0.845593,0.489704,0.212515,8519.12,7325.08,0.0,301.656,0.0,113.314,517.411,261.662,277.277,0.0,13869,86958
3147,0.414567,0.908949,0.044108,10204.6,9945.03,0.0,259.543,0.0,0.0,0.0,0.0,332.559,0.0,16276,103940
3148,-0.00216781,0.0893659,-0.995997,1950.75,1657.97,0.0,292.781,0.0,0.0,0.0,0.0,57.9719,0.0,4610,19959
3149,0.713326,0.513242,-0.47723,5208.91,4332.46,0.0,496.566,0.0,149.003,230.878,0.0,167.275,0.0,8951,53108
